,X,Y,Rent
373,59.873587,30.304523,714.2857142857143
374,59.936251,30.204477,714.2857142857143
375,60.037715,30.330376,485.7142857142857
376,59.911367,30.476846,555.5555555555555
377,59.926562,30.470675,615.3846153846154
378,60.001005,30.324851,650.0
379,59.952288,30.2191294,416.6666666666667
380,59.828874,30.1614998,500.0
381,60.041885,30.334787,500.0
382,59.841351,30.306669,864.8648648648649
383,59.856393,30.240113,616.6666666666666
384,60.030088,30.234849,479.1666666666667
385,59.981404,30.4131949,694.4444444444445
386,59.875431,30.3109655,625.0
387,59.950172,30.483332,546.4480874316939
388,59.943219,30.3428536,580.6451612903226
389,59.863398,30.3749396,437.5
390,59.973575,30.4005735,517.2413793103449
391,60.003092,30.2977639,790.0677200902935
392,60.00204,30.254351,522.7272727272727
393,59.836803,30.2598565,720.0
394,60.07696,30.340776,473.6842105263158
395,59.86762,30.457478,532.6086956521739
396,59.937747,30.2751754,613.6363636363636
397,60.023704,30.2223333,454.54545454545456
398,59.857076,30.3738594,645.1612903225806
399,60.041935,30.4256433,530.3030303030303
400,59.830196,30.3732166,500.0
401,60.043429,30.3841251,454.54545454545456
402,59.919022,30.370639,883.7209302325581
403,59.896086,30.4782782,580.6451612903226
404,59.860717,30.247237,718.75
405,60.034386,30.246127,555.5555555555555
406,60.018328,30.2484785,500.0
407,59.921499,30.483597,833.3333333333334
408,59.855696,30.20737,510.2040816326531
409,59.989576,30.202492,800.0
410,59.976831,30.393896,540.5405405405405
411,59.930701,30.45853,595.2380952380952
412,59.901062,30.456661,625.0
413,60.02422,30.4210736,485.7142857142857
414,59.993614,30.309531,609.7560975609756
415,59.919022,30.370639,750.0
416,59.857592,30.195373,540.5405405405405
417,59.976297,30.315383,888.8888888888889
418,59.937355,30.477331,578.9473684210526
419,59.941835,30.223521,727.2727272727273
420,60.010704,30.2448537,447.36842105263156
421,59.876639,30.312526,729.1666666666666
422,59.89213,30.483359,485.29411764705884
423,59.935205,30.433565,681.8181818181819
424,59.966236,30.3105589,806.4516129032259
425,59.999491,30.197242,729.1666666666666
426,60.036438,30.457191,425.0
427,59.828225,30.328984,666.6666666666666
428,60.030541,30.238559,625.0
429,60.001005,30.324851,650.0
430,60.032218,30.405241,588.2352941176471
431,59.872467,30.3310057,500.0
432,60.047619,30.3606362,450.0
433,59.938629,30.2379174,638.8888888888889
434,60.01444323,30.27622535,681.8181818181819
435,60.0218,30.2820867,450.9283819628647
436,59.91580227,30.44742453,555.5555555555555
437,59.991086,30.1975285,500.0
438,59.966898,30.3144988,996.44128113879
439,59.945244,30.240248,760.4562737642585
440,60.048822,30.367773,521.3270142180095
441,59.919022,30.370639,1000.0
442,59.928467,30.4769749,400.0
443,59.992821,30.171024,500.0
444,59.841459,30.486198,444.44444444444446
445,60.082857,30.352115,465.1162790697674
446,59.939361,30.225794,681.8181818181819
447,60.039324,30.397983,548.3870967741935
448,59.924531,30.4996082,500.0
449,59.915409,30.446931,657.1428571428571
450,60.04711,30.3820496,617.6470588235294
451,59.996299,30.193806,550.0
452,59.902116,30.4745385,600.0
453,60.032434,30.348306,402.41448692152915
454,60.028821,30.294128,547.6190476190476
455,60.035958,30.222569,696.969696969697
456,60.041112,30.409994,552.6315789473684
457,59.954024,30.216721,700.0
458,59.846244,30.110298,447.36842105263156
459,59.962059,30.2828994,1000.0
460,59.825862,30.3967229,500.0
461,59.99243,30.3184658,600.0
462,60.009489,30.346465,540.5405405405405
463,59.871742,30.4764469,454.54545454545456
464,59.847529,30.3119279,677.4193548387096
465,60.024756,30.222533,357.14285714285717
466,59.831349,30.324456,694.4444444444445
467,59.901214,30.2736085,666.6666666666666
468,59.851739,30.142089,724.1379310344828
469,59.863468,30.17919,629.6296296296297
470,59.930437,30.4651263,628.5714285714286
471,59.933116,30.3484034,1153.8461538461538
472,60.077466,30.338201,600.0
473,59.950172,30.483332,595.2380952380952
474,59.920645,30.371959,940.0
475,59.918703,30.430981,418.6046511627907
476,60.032609,30.411934,604.6511627906976
477,59.841337,30.2573957,588.2352941176471
478,59.991353,30.3162541,588.2352941176471
479,59.86092,30.3521311,486.4864864864865
480,60.001005,30.324851,650.0
481,59.842504,30.486998,475.0
482,60.053754,30.317099,514.2857142857143
483,60.0002378,30.28450503,540.5405405405405
484,59.860701,30.185031,416.6666666666667
485,59.914355,30.4963921,533.3333333333334
486,60.042722,30.2415155,696.969696969697
487,59.850033,30.281364,545.4545454545455
488,60.003694,30.4160249,457.14285714285717
489,59.857592,30.195373,493.1506849315069
490,59.891825,30.4152457,500.0
491,59.83845,30.138396,472.22222222222223
492,59.946547,30.3875547,1250.0
493,59.92952,30.258843,831.0249307479224
494,59.922826,30.446555,470.5882352941176
495,60.01861229,30.32535912,566.6666666666666
496,59.990252,30.2095187,425.0
497,59.84332,30.2279835,428.57142857142856
498,59.900324,30.459001,526.3157894736842
499,60.068984,30.3028263,588.2352941176471
500,60.004703,30.204603,466.6666666666667
501,59.841816,30.351046,444.44444444444446
502,59.838978,30.352802,550.0
503,60.013924,30.27901,638.8888888888889
504,60.068984,30.3028263,738.255033557047
505,59.941647,30.4888121,512.8205128205128
506,60.021703,30.270171,450.0
507,60.026644,30.297677,603.448275862069
508,60.040577,30.21965,558.8235294117648
509,59.985462,30.421914,609.7560975609756
510,60.035159,30.405018,645.1612903225806
511,60.036555,30.350633,405.4054054054054
512,60.029968,30.454847,461.53846153846155
513,60.030925,30.2989452,500.0
514,59.957584,30.405511,1000.0
515,59.865741,30.374817,1.0
516,60.005351,30.415454,516.1290322580645
517,59.816601,30.3250659,568.8622754491018
518,59.855111,30.194729,550.0
519,59.940192,30.223575,750.0
520,60.068984,30.3028263,589.7435897435897
521,59.850829,30.207747,375.0
522,59.932977,30.423319,725.0
523,59.942305,30.4785944,386.3636363636364
524,59.924558,30.4829764,450.0
525,59.963955,30.2734662,918.3673469387755
526,60.03554,30.347462,625.0
527,60.012747,30.403461,516.1290322580645
528,60.038209,30.346519,468.75
529,59.829215,30.330668,514.2857142857143
530,59.859736,30.179378,384.61538461538464
531,60.001005,30.324851,650.0
532,60.03554,30.347462,625.0
533,60.029072,30.247659,696.969696969697
534,60.081031,30.34094,528.5714285714286
535,60.082857,30.352115,487.1794871794872
536,59.911679,30.4967196,600.0
537,59.863232,30.500866,457.14285714285717
538,59.943516,30.225992,625.0
539,59.918811,30.4179858,595.2380952380952
540,59.856759,30.191533,500.0
541,60.038079,30.228956,588.2352941176471
542,59.852809,30.224573,522.7272727272727
543,59.951364,30.4684855,472.22222222222223
544,59.955581,30.4077826,1000.0
545,60.013568,30.388281,625.0
546,59.911679,30.4967196,620.6896551724138
547,60.033714,30.455138,390.625
548,60.0713,30.326397,454.54545454545456
549,59.960021,30.480556,612.9032258064516
550,59.926562,30.470675,533.3333333333334
551,59.926226,30.4859126,450.0
552,60.001419,30.246042,625.0
553,59.740099,30.08651,580.6451612903226
554,60.039589,30.257666,555.5555555555555
555,60.043485,30.357038,531.25
556,60.037378,30.255322,540.5405405405405
557,59.816601,30.3250659,571.4285714285714
558,59.911246,30.4579741,375.0
559,59.939978,30.202294,625.0
560,60.005747,30.478014,400.0
561,59.910265,30.45543,628.5714285714286
562,60.015592,30.319794,617.0212765957447
563,59.984557,30.392045,647.0588235294117
564,59.873623,30.310532,884.6153846153846
565,59.951792,30.215855,560.0
566,59.832858,30.362911,657.8947368421053
567,59.988445,30.2151677,601.0928961748633
568,59.851408,30.3589121,642.8571428571429
569,59.98629,30.1968871,702.7027027027027
570,59.92952,30.258843,1081.081081081081
571,59.900929,30.4747263,566.6666666666666
572,59.859926,30.208797,526.3157894736842
573,60.0327,30.3430967,600.0
574,59.838796,30.2292779,545.4545454545455
575,60.041647,30.398919,625.0
576,59.901666,30.455619,583.3333333333334
577,59.929263,30.354657,1071.4285714285713
578,60.00424,30.403364,600.0
579,60.029211,30.459239,487.8048780487805
580,59.827456,30.141667,348.83720930232556
581,60.019683,30.3671461,468.75
582,60.001005,30.324851,650.0
583,59.830946,30.5401104,473.6842105263158
584,59.828245,30.4014674,689.6551724137931
585,59.910265,30.45543,552.6315789473684
586,59.94026,30.4682946,500.0
587,60.036968,30.403935,500.0
588,59.986601,30.224258,652.1739130434783
589,59.911367,30.476846,555.5555555555555
590,59.842785,30.1673678,515.1515151515151
591,59.89717,30.4682623,500.0
592,60.003218,30.215814,647.0588235294117
593,60.005546,30.266785,607.5949367088608
594,59.873576,30.376637,588.2352941176471
595,60.013371,30.254221,589.7435897435897
596,60.032457,30.246482,523.8095238095239
597,60.005365,30.4181542,600.0
598,60.046513,30.368186,425.0
599,59.831956,30.333448,625.0
600,59.865305,30.3965149,517.2413793103449
601,59.863798,30.3016417,645.1612903225806
602,60.00135,30.2383287,395.8333333333333
603,60.038079,30.228956,638.8888888888889
604,60.051388,30.314474,580.6451612903226
605,60.006845,30.263416,539.9061032863849
606,60.04086,30.339395,500.0
607,59.936989,30.4906112,515.1515151515151
608,59.902549,30.3221908,777.7777777777778
609,59.967429,30.3982154,484.8484848484849
610,60.049502,30.3806139,558.8235294117648
611,60.082857,30.352115,487.8048780487805
612,59.879781,30.4650968,625.0
613,59.836892,30.1726217,516.1290322580645
614,60.019939,30.411572,609.7560975609756
615,60.042743,30.380972,500.0
616,60.009687,30.41268,588.2352941176471
617,59.836258,30.3190732,473.6842105263158
618,59.96144,30.2925177,640.0
619,60.02008247,30.26873937,882.3529411764706
620,59.84392033,30.21184312,573.7704918032787
621,59.833749,30.3989663,793.1034482758621
622,60.082857,30.352115,500.0
623,59.93136571,30.28818259,1176.4705882352941
624,59.902479,30.320882,844.4444444444445
625,59.952299,30.4083222,1000.0
626,59.830672,30.534321,514.2857142857143
627,59.826351,30.1690706,451.61290322580646
628,59.981535,30.38822,617.6470588235294
629,59.936859,30.3639824,681.8181818181819
630,59.862274,30.17273,461.53846153846155
631,60.046044,30.364899,431.0344827586207
632,59.85213,30.211992,447.36842105263156
633,60.001005,30.324851,650.0
634,59.933157,30.3658916,1250.0
635,60.025457,30.226405,547.6190476190476
636,59.998531,30.335757,606.060606060606
637,60.013474,30.326998,433.3333333333333
638,59.831956,30.333448,722.2222222222222
639,60.016935,30.281893,529.4117647058823
640,59.900192,30.4661296,457.14285714285717
641,59.826303,30.4051753,625.0
642,60.054074,30.326769,710.5263157894736
643,59.902116,30.4745385,444.44444444444446
644,59.840986,30.233763,511.1111111111111
645,60.001929,30.212281,857.1428571428571
646,59.859917,30.242763,542.8571428571429
647,59.843037,30.260487,555.5555555555555
648,59.871911,30.3092724,666.6666666666666
649,59.82923149,30.53779003,531.25
650,59.856921,30.215059,404.76190476190476
651,59.839574,30.312836,555.5555555555555
652,59.939658,30.439332,787.8787878787879
653,59.791313,30.151476,465.1162790697674
654,60.029968,30.454847,487.8048780487805
655,59.856055,30.231759,562.5
656,59.989576,30.202492,937.5
657,60.006642,30.198818,555.5555555555555
658,60.053029,30.3710322,600.0
659,59.880216,30.314017,888.8888888888889
660,59.819047,30.327609,625.0
661,60.041081,30.332649,625.0
662,59.938338,30.473567,534.8837209302326
663,59.951018,30.265044,774.1935483870968
664,59.831117,30.5397269,558.8235294117648
665,60.029211,30.459239,500.0
666,59.929511,30.459141,550.0
667,59.953076,30.3283494,869.5652173913044
668,59.826302,30.332478,675.0
669,59.826519,30.205294,425.0
670,60.038767,30.221167,594.5945945945946
671,59.836409,30.352133,650.0
672,59.937991,30.440132,694.4444444444445
673,60.057155,30.266272,771.4285714285714
674,59.993634,30.388904,488.8888888888889
675,59.952591,30.305534,1153.8461538461538
676,59.835456,30.3166017,473.6842105263158
677,59.910265,30.45543,594.5945945945946
678,59.914073,30.450106,594.5945945945946
679,59.871911,30.3092724,781.25
680,59.939938,30.391246,1530.6122448979593
681,59.828463,30.2165115,633.3333333333334
682,60.006474,30.418182,531.25
683,59.850854,30.218565,536.5853658536586
684,60.001005,30.324851,650.0
685,60.013371,30.254221,600.0
686,60.042479,30.377105,465.1162790697674
687,59.991328,30.31717,625.0
688,60.036492,30.395297,645.1612903225806
689,60.074541,30.335184,526.3157894736842
690,59.829179,30.1831152,421.05263157894734
691,59.910767,30.491435,428.57142857142856
692,59.880216,30.314017,1000.0
693,59.830672,30.534321,457.14285714285717
694,59.918527,30.3520514,980.3921568627451
695,60.031211,30.142835,394.7368421052632
696,60.005747,30.478014,421.05263157894734
697,60.032092,30.145592,510.5105105105105
698,59.930291,30.3215761,744.6808510638298
699,60.039948,30.252285,595.2380952380952
700,60.003061,30.221087,657.8947368421053
701,60.004222,30.281687,657.8947368421053
702,60.00119,30.326199,575.0
703,59.94983937,30.24864126,789.4736842105264
704,59.85019,30.241576,511.1111111111111
705,60.031256,30.138675,566.57223796034
706,59.938971,30.3612435,740.7407407407408
707,59.910265,30.45543,558.1395348837209
708,59.853424,30.153641,514.2857142857143
709,59.86766,30.3996878,514.2857142857143
710,60.039948,30.252285,514.2857142857143
711,60.01068,30.394181,522.7272727272727
712,59.853432,30.350382,837.2093023255813
713,59.888379,30.313766,837.8378378378378
714,60.078356,30.342099,461.53846153846155
715,59.841541,30.214583,675.0
716,60.033885,30.4304564,500.0
717,59.852154,30.361521,500.0
718,60.010456,30.2395609,542.0054200542006
719,60.016334,30.426029,612.9032258064516
720,60.013641,30.265751,500.0
721,60.043485,30.357038,500.0
722,59.831721,30.2113372,516.1290322580645
723,60.04202,30.412176,555.5555555555555
724,60.036519,30.244209,642.8571428571429
725,59.816601,30.3250659,545.4545454545455
726,59.82154804,30.327506,593.75
727,59.848675,30.2751559,540.5405405405405
728,59.852321,30.244057,578.9473684210526
